Timestamp,ATLAS
1259417511146,0.0
1259456213472,0.0
1259479840222,0.0
1259557022577,0.0
1259625221614,0.0
1259790539481,0.0
1259812257523,0.0
1259844434238,0.0
1259850580752,0.0
1259857311459,0.0
1259866223572,0.0
1259911907562,0.0
1259949732070,0.0
1260001076780,0.0
1260050356705,0.0
1260128645407,0.0
1260228974389,0.0
1260257730754,0.0
1260380637672,0.0
1260416108352,0.0
1260455317666,0.0
1260510850603,0.0
1260527247313,0.0
1260603793115,0.0
1260622219823,0.0
1260643813014,0.0
1260670752514,0.0
1260727564586,0.0
1260748229371,0.0
1260812320578,0.0
1260822766646,0.0
1260833710451,0.0
1260862816491,0.0
1260888076068,0.0
1260912097077,0.0
1260920692850,0.0
1267309729773,0.0
1267311932449,0.0
1267315852448,0.0
1267346051170,0.0
1267346071904,0.0
1267454279066,0.0
1267457060152,0.0
1267458117992,0.0
1267478997374,0.0
1267519252136,0.0
1267559220560,0.0
1267651192299,0.0
1267729072960,0.0
1267753075676,0.0
1267937195054,0.0
1268188894169,0.0
1268216233150,0.0
1268216303402,0.0
1268216361193,0.0
1268216422475,0.0
1268216483538,0.0
1268216538707,0.0
1268398116548,0.0
1268422392110,0.0
1268440195588,0.0
1268547990503,0.0
1268562426995,0.0
1268587452753,0.0
1268956538566,0.0
1268989637434,0.0
1269024955905,0.0
1269050639128,0.0
1269099306693,0.0
1269099937628,0.0
1269100701335,0.0
1269100875592,0.0
1269101798720,0.0
1269103093030,0.0
1269103391633,0.0
1269104840677,0.0
1269106673282,0.0
1269108075655,0.0
1269109552428,0.0
1269110046011,0.0
1269112976401,0.0
1269114380468,0.0
1269114695344,0.0
1269132407839,0.0
1269144688184,0.0
1269184263710,0.0
1269194025675,0.0
1269282638252,0.0
1269298044651,0.0
1269339293701,0.0
1269370062282,0.0
1269376426312,0.0
1269377518708,0.0
1269379099480,0.0
1269380861679,0.0
1269381333053,0.0
1269381950571,0.0
1269383884147,0.0
1269384473222,0.0
1269385881363,0.0
1269386812878,0.0
1269389344181,0.0
1269389382562,0.0
1269389589470,0.0
1269410721839,0.0
1269552740247,0.0
1269615581236,0.0
1269645498747,0.0
1269800913934,0.0
1269812224272,0.0
1269817620790,0.0
1269829731577,0.0
1269863018615,0.0
1269885603309,0.0
1269917583587,0.0
1269929054681,0.0
1269940396194,0.0
1269973463606,0.0
1269998884394,0.0
1270014296152,0.0
1270016082785,0.0
1270027174794,0.0
1270033413194,0.0
1270044610444,0.0
1270054484432,0.0
1270100999537,0.0
1270110499649,0.0
1270132233931,0.0
1270159455115,0.0
1270171721382,0.0
1270247506843,0.0
1270283437903,0.0
1270332132091,0.0
1270381860229,0.0
1270501117990,0.0
1270571783083,0.0
1270607183259,0.0
1270628838565,0.0
1270648136119,0.0
1270661906586,0.0
1270802646154,0.0
1270841754270,0.0
1270863526262,0.0
1270962114587,0.0
1271008884110,0.0
1271047336821,0.0
1271100557404,0.0
1271192343429,0.0
1271209396973,0.0
1271209408124,0.0
1271270243964,0.0
1271270343294,0.0
1271272849500,0.0
1271293069979,0.0
1271354165357,0.0
1271376376888,0.0
1271455361049,0.0
1271549463480,0.0
1271572370664,0.0
1271602696600,0.0
1271622048494,0.0
1271657674478,0.0
1271668447733,0.0
1271676809204,0.0
1271713119744,0.0
1271740785817,0.0
1271832423342,0.0
1271920933871,0.0
1271950655932,0.0
1272044157890,0.0
1272219797038,0.0
1272560288558,0.0
1272567457927,0.0
1272578531658,0.0
1272579367878,0.0
1272593280861,0.0
1272681902900,0.0
1272756577536,0.0
1272771258975,0.0
1272798369767,0.0
1272830622024,0.0
1272909295854,0.0
1272909796209,0.0
1272929289607,0.0
1272946819859,0.0
1273110562863,0.0
1273133961658,0.0
1273188930462,0.0
1273208081585,0.0
1273210319238,0.0
1273239799434,0.0
1273259643465,0.0
1273261713864,0.0
1290182324711,0.0
1290194938788,0.0
1290225031098,0.0
1290266244374,0.0
1290274880197,0.0
1290319285186,0.0
1290347625307,0.0
1290367019024,0.0
1290373223702,0.0
1290419027370,0.0
1290441823494,0.0
1290447288071,0.0
1290499412193,0.0
1290542146356,0.0
1290551957828,0.0
1290588070882,0.0
1290618276650,0.0
1290624961706,0.0
1290654806422,0.0
1290678854188,0.0
1290685418209,0.0
1290732841567,0.0
1290765055300,0.0
1290813026545,0.0
1290860042788,0.0
1290886921111,0.0
1290937790604,0.0
1290970590060,0.0
1290979235781,0.0
1291005973374,0.0
1291021756930,0.0
1291049596315,0.0
1291061314749,0.0
1291104035300,0.0
1291175414229,0.0
1291225878342,0.0
1291451904942,0.0
1291496109839,0.0
1291527331066,0.0
1291558941404,0.0
1291595629564,0.0
1291628690658,0.0
1297427364142,0.0
1298070257734,0.0
1298213100543,0.0
1298247159862,0.0
1298337307142,0.0
1298380687801,0.0
1298390120283,0.0
1298414474779,0.0
1298424900488,0.0
1298430758380,0.0
1298446789616,0.0
1298478351609,0.0
1298528644294,0.0
1298602842315,0.0
1298644909610,0.0
1298645311090,0.0
1298645491644,0.0
1298677527828,0.0
1298736316727,0.0
1298766564485,0.0
1298861360105,0.0
1298891469189,0.0
1298934282516,0.0
1298946772926,0.0
1298963566255,0.0
1298980180445,0.0
1298982192040,0.0
1299015822799,0.0
1299020014349,0.0
1299054643649,0.0
1299110748189,0.0
1299127582769,0.0
1299158220460,0.0
1299179345627,0.0
1299189800929,0.0
1299233415535,0.0
1299242087349,0.0
1299246394409,0.0
1299273573602,0.0
1299290518750,0.0
1299316892360,0.0
1299332835327,0.0
1299431213481,0.0
1299478493871,0.0
1299482959757,0.0
1299506063915,0.0
